0,0.7120426025400843,0.835016429606188,5,0.6226991658194072,0.7135496485052903,2,0
0,0.7120426025400843,0.835016429606188,6,0.7477684931936278,0.641071915041131,2,0
0,0.7120426025400843,0.835016429606188,11,0.6405208039048912,0.5928277867977028,2,0
0,0.7120426025400843,0.835016429606188,23,0.9618893735169417,0.8386945201483411,2,0
0,0.7120426025400843,0.835016429606188,24,0.5916617942390101,0.7365479102687236,2,0
0,0.7120426025400843,0.835016429606188,29,0.9167555313442476,0.7162185910131228,1,0
0,0.7120426025400843,0.835016429606188,32,0.9303051297382671,0.9134936942729686,2,0
0,0.7120426025400843,0.835016429606188,66,0.4886789683610472,0.6709990930598974,1,0
0,0.7120426025400843,0.835016429606188,72,0.6961590550635506,0.5872758009191723,1,0
1,0.025887533446161792,0.29608591419551156,36,0.030160694804501564,0.30820813297452365,1,0
1,0.025887533446161792,0.29608591419551156,45,0.2936913064901666,0.3924932765034369,2,0
1,0.025887533446161792,0.29608591419551156,47,0.2734202098035705,0.4019831604539753,1,0
1,0.025887533446161792,0.29608591419551156,50,0.08812360648901263,0.2389869607042957,1,0
1,0.025887533446161792,0.29608591419551156,60,0.21604459426408518,0.21093374016720257,1,0
1,0.025887533446161792,0.29608591419551156,70,0.03763758349438728,0.3096015304053107,2,0
1,0.025887533446161792,0.29608591419551156,86,0.15167997070135997,0.22160720342852192,1,0
1,0.025887533446161792,0.29608591419551156,96,0.014077739708449388,0.059974900034365675,2,0
2,0.9399046176816744,0.8621275031463823,29,0.9167555313442476,0.7162185910131228,2,0
3,0.39129831730401443,0.16028975963982117,12,0.35985078811333615,0.28945612454956593,2,0
3,0.39129831730401443,0.16028975963982117,16,0.4331563639463656,0.38259171470871745,2,0
3,0.39129831730401443,0.16028975963982117,17,0.5404676348595073,0.1806484844969405,1,0
3,0.39129831730401443,0.16028975963982117,35,0.17890835425000495,0.17176314657183311,2,0
3,0.39129831730401443,0.16028975963982117,39,0.472304780824787,0.26078493740790365,1,0
3,0.39129831730401443,0.16028975963982117,47,0.2734202098035705,0.4019831604539753,1,0
3,0.39129831730401443,0.16028975963982117,51,0.48257819412842295,0.03420486379232146,2,0
3,0.39129831730401443,0.16028975963982117,52,0.29656273128303845,0.10121513589540321,1,0
3,0.39129831730401443,0.16028975963982117,54,0.3071311220719525,0.3434414662140538,2,0
3,0.39129831730401443,0.16028975963982117,58,0.41221116146578574,0.18145090821231613,2,0
3,0.39129831730401443,0.16028975963982117,59,0.5982954032317613,0.22257108614871446,1,0
3,0.39129831730401443,0.16028975963982117,62,0.5405266002167217,0.03181001679881279,1,0
3,0.39129831730401443,0.16028975963982117,71,0.21998738684173746,0.11920831389227526,2,0
3,0.39129831730401443,0.16028975963982117,80,0.5460248854227798,0.23226147094369132,2,0
3,0.39129831730401443,0.16028975963982117,81,0.6031023261382024,0.21215009820214714,2,0
3,0.39129831730401443,0.16028975963982117,86,0.15167997070135997,0.22160720342852192,2,0
3,0.39129831730401443,0.16028975963982117,87,0.5521759429700194,0.2085197251398766,1,0
4,0.6082823207111184,0.33452749190253817,3,0.39129831730401443,0.16028975963982117,2,0
